,Analyze Gauss,Laplace,Iterative Sampling,Non-private
0.01,0.2111645759555015,0.21103897555493417,0.21105020131663274,0.06798745001695496
0.1,0.21110494296854665,0.21012212294185073,0.2115227197927872,0.06798745001695496
0.5,0.21017741289904268,0.206833860008037,0.21108231167479322,0.06798745001695496
1.0,0.21040852363047738,0.20140403233731807,0.21122027830579607,0.06798745001695496
10.0,0.1988528581620912,0.1396382212179376,0.20992713186163886,0.06798745001695496
100.0,0.1344754304150044,0.082365146565635,0.21111961848648303,0.06798745001695496
