,Analyze Gauss,Laplace,Iterative Sampling,Non-private
0.01,0.21102206257090614,0.21060781534884973,0.21089607362199153,0.06798745001695496
0.1,0.21094745571747447,0.20973767775456337,0.21028327197121627,0.06798745001695496
0.5,0.21166353695665788,0.2066529373843054,0.2105847329592398,0.06798745001695496
1.0,0.21123106675449338,0.20132038957546944,0.2111094136435873,0.06798745001695496
10.0,0.20962420889525696,0.1396578482256758,0.21116397797212563,0.06798745001695496
100.0,0.19392485451647484,0.08256086116595229,0.211096626049788,0.06798745001695496
